,Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Date,Day,Hour
2784,2785,2023-05-02 17:14:00,Van,FTG-108-UVW-886,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",63,KA18DE0123,0,2023-05-02,2,17
3284,3285,2023-05-02 17:18:00,Bus ,FTG-541-ZXC-997,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",23,GJ45GH2345,1,2023-05-02,2,17
1904,1905,2023-05-02 17:20:00,Bus ,FTG-276-UVW-456,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",44,KA58GH5678,0,2023-05-02,2,17
4466,4467,2023-05-02 18:00:00,SUV,FTG-456-LMK-437,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",54,AP23GH9012,0,2023-05-02,2,18
1084,1085,2023-05-02 18:50:00,SUV,FTG-938-LKJ-872,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",61,AP33KL1234,0,2023-05-02,2,18
4208,4209,2023-05-02 20:51:00,Bus ,FTG-012-HIJ-222,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",39,DL90UV0123,0,2023-05-02,2,20
4121,4122,2023-05-02 21:20:00,Van,FTG-161-QWE-987,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",70,MH56IJ6789,0,2023-05-02,2,21
3860,3861,2023-05-02 22:51:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",58,TN56RS8901,0,2023-05-02,2,22
3947,3948,2023-05-02 23:20:00,Sedan,FTG-106-NJH-651,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",93,GA34TU0123,0,2023-05-02,2,23
322,323,2023-05-02 23:45:00,Bus ,FTG-323-NMK-331,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",44,KA95IJ8981,1,2023-05-02,2,23
495,496,2023-05-02 23:45:00,Sedan,FTG-496-LMK-450,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",79,KA95EF0123,0,2023-05-02,2,23
4809,4810,2023-05-03 01:17:00,SUV,FTG-269-NBH-544,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",90,MH67WX8901,0,2023-05-03,3,1
4423,4424,2023-05-03 01:57:00,Sedan,FTG-413-POI-421,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",72,RJ78QR4567,0,2023-05-03,3,1
2832,2833,2023-05-03 02:03:00,Truck,FTG-333-JOP-311,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",68,KA62DE6789,0,2023-05-03,3,2
323,324,2023-05-03 03:15:00,Car,FTG-324-CDE-092,A-101,Regular,Small,120,180,"13.059816123454882, 77.77068662374292",78,KA98KL2445,1,2023-05-03,3,3
496,497,2023-05-03 03:15:00,SUV,FTG-497-PLN-180,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",66,KA98GH4567,0,2023-05-03,3,3
4316,4317,2023-05-03 07:07:00,Truck,FTG-098-FGH-888,C-103,Express,Large,300,90,"12.936687032945434, 77.53113977439017",55,GA01YZ6789,1,2023-05-03,3,7
3058,3059,2023-05-03 07:53:00,Sedan,FTG-639-UPY-543,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",47,KA56OP0123,0,2023-05-03,3,7
4509,4510,2023-05-03 09:02:00,Bus ,FTG-499-WSX-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,DL09YZ2345,0,2023-05-03,3,9
3903,3904,2023-05-03 14:53:00,Truck,FTG-821-BVC-887,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,GA90KL4567,0,2023-05-03,3,14
3620,3621,2023-05-03 16:09:00,Bus ,FTG-974-VFR-099,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",67,KA89ZA1234,1,2023-05-03,3,16
1449,1450,2023-05-03 17:30:00,Bus ,FTG-432-MNO-345,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",86,KA41QR0123,1,2023-05-03,3,17
4099,4100,2023-05-03 18:06:00,Truck,FTG-089-QAZ-331,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",68,MH78QR2345,0,2023-05-03,3,18
4852,4853,2023-05-03 18:19:00,Bus ,FTG-312-ZXC-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",60,MH90EF0123,0,2023-05-03,3,18
3489,3490,2023-05-03 19:12:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",75,KA90YZ1234,0,2023-05-03,3,19
2897,2898,2023-05-03 20:08:00,Sedan,FTG-398-VFR-866,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",77,KA67TU0123,0,2023-05-03,3,20
1905,1906,2023-05-03 23:05:00,Car,FTG-509-XYZ-789,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",59,KA67IJ9012,0,2023-05-03,3,23
2719,2720,2023-05-03 23:08:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",95,KA54CD1122,0,2023-05-03,3,23
1613,1614,2023-05-03 23:15:00,Truck,FTG-320-FGH-123,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",68,KA75UV2345,0,2023-05-03,3,23
1085,1086,2023-05-03 23:25:00,Bus ,FTG-939-UTY-543,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",89,GA33MN5678,1,2023-05-03,3,23
1906,1907,2023-05-04 05:00:00,Motorcycle,FTG-742-BCA-012,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",54,KA21KL2345,0,2023-05-04,4,5
1086,1087,2023-05-04 05:05:00,Car,FTG-940-POU-212,A-101,Express,Small,100,80,"12.84197701525119, 77.67547528176169",54,MH33OP9012,1,2023-05-04,4,5
324,325,2023-05-04 07:55:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",61,KA01MN6779,0,2023-05-04,4,7
497,498,2023-05-04 07:55:00,Bus ,FTG-498-VFR-870,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",90,KA01IJ8901,0,2023-05-04,4,7
3331,3332,2023-05-04 10:35:00,Sedan,FTG-588-WSX-876,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",55,KA67IJ8901,0,2023-05-04,4,10
3080,3081,2023-05-04 10:53:00,SUV,FTG-661-POU-987,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",59,KA89TD0123,0,2023-05-04,4,10
2902,2903,2023-05-04 14:03:00,Truck,FTG-403-PQR-361,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",46,KA67DD0123,0,2023-05-04,4,14
2671,2672,2023-05-04 14:45:00,Truck,FTG-142-QAZ-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,KA34YB2345,0,2023-05-04,4,14
3816,3817,2023-05-04 16:22:00,Bus ,FTG-112-ABC-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,TN12IJ3456,0,2023-05-04,4,16
4186,4187,2023-05-04 17:36:00,SUV,FTG-176-CDE-632,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",80,DL23CD4567,0,2023-05-04,4,17
3925,3926,2023-05-04 19:06:00,Van,FTG-976-CDE-431,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",78,GA12BC3456,0,2023-05-04,4,19
3838,3839,2023-05-04 19:37:00,Car,FTG-124-CDE-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,TN34ZA0123,0,2023-05-04,4,19
1450,1451,2023-05-04 21:45:00,Car,FTG-665-PQR-678,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",71,KA44ST4567,0,2023-05-04,4,21
1614,1615,2023-05-05 01:30:00,Van,FTG-553-IJK-456,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",65,KA78WX6789,0,2023-05-05,5,1
1451,1452,2023-05-05 02:15:00,Motorcycle,FTG-898-STU-901,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",99,KA47UV8901,0,2023-05-05,5,2
2854,2855,2023-05-05 05:13:00,Van,FTG-355-EDC-795,B-102,Express,Medium,140,100,"13.059816123454882, 77.77068662374292",56,KA82DE6789,1,2023-05-05,5,5
3576,3577,2023-05-05 07:42:00,Sedan,FTG-930-LPO-211,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",70,MH23WX0123,1,2023-05-05,5,7
1087,1088,2023-05-05 10:40:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",78,AP34QR3456,0,2023-05-05,5,10
1907,1908,2023-05-05 10:45:00,Truck,FTG-975-DEF-345,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",43,KA45MN6789,0,2023-05-05,5,10
4895,4896,2023-05-05 11:21:00,Car,FTG-355-EDC-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",82,AP12AB3456,0,2023-05-05,5,11
4251,4252,2023-05-05 11:53:00,Car,FTG-055-MNO-555,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",48,KA78UV2645,0,2023-05-05,5,11
3598,3599,2023-05-05 11:56:00,SUV,FTG-952-BVC-656,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",63,MH90EN0123,0,2023-05-05,5,11
3794,3795,2023-05-05 12:09:00,SUV,FTG-108-TGB-211,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",51,TN90QR4567,0,2023-05-05,5,12
325,326,2023-05-05 12:30:00,Truck,FTG-326-PLM-133,C-103,Regular,Large,350,160,"13.059816123454882, 77.77068662374292",85,KA04OP0113,1,2023-05-05,5,12
498,499,2023-05-05 12:30:00,Car,FTG-499-WSX-540,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,KA04KL2345,0,2023-05-05,5,12
2558,2559,2023-05-05 13:15:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",58,KA23HI8501,0,2023-05-05,5,13
3990,3991,2023-05-05 14:22:00,SUV,FTG-273-UIP-127,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",47,KA12ST5678,0,2023-05-05,5,14
3398,3399,2023-05-05 16:58:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",68,KA90QR1234,0,2023-05-05,5,16
3106,3107,2023-05-05 19:23:00,Van,FTG-687-HGT-109,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",48,KL78IJ2345,0,2023-05-05,5,19
2606,2607,2023-05-05 20:28:00,Car,FTG-107-JKL-009,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,KA23NB8901,0,2023-05-05,5,20
2741,2742,2023-05-06 02:18:00,Truck,FTG-212-VBN-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",75,KA74QR1122,0,2023-05-06,6,2
1615,1616,2023-05-06 03:45:00,Sedan,FTG-786-LMN-789,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",75,KA81YZ0123,0,2023-05-06,6,3
1452,1453,2023-05-06 06:30:00,Truck,FTG-131-VWX-234,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",46,KA50WX2345,1,2023-05-06,6,6
3171,3172,2023-05-06 11:58:00,SUV,FTG-500-QAZ-220,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",39,KL67YZ2345,0,2023-05-06,6,11
2261,2262,2023-05-06 14:15:00,Bus ,FTG-221-BVC-927,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",93,MH77UV1234,0,2023-05-06,6,14
1088,1089,2023-05-06 15:20:00,Truck,FTG-942-VBN-652,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",65,KA88AB2345,0,2023-05-06,6,15
326,327,2023-05-06 16:05:00,Van,FTG-327-HGT-112,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",49,KA07QR4517,1,2023-05-06,6,16
499,500,2023-05-06 16:05:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",77,KA07MN6781,0,2023-05-06,6,16
1908,1909,2023-05-06 16:35:00,Van,FTG-208-GHI-678,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",56,KA32OP0123,0,2023-05-06,6,16
2924,2925,2023-05-06 17:13:00,Van,FTG-425-VBN-745,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",44,KA67RS0123,0,2023-05-06,6,17
2580,2581,2023-05-06 17:28:00,Truck,FTG-083-BVC-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA89NB1234,0,2023-05-06,6,17
2693,2694,2023-05-06 17:59:00,Van,FTG-184-KJH-098,B-102,Regular,Medium,140,60,"13.059816123454882, 77.77068662374292",77,KA94EF4567,1,2023-05-06,6,17
3642,3643,2023-05-06 19:23:00,Car,FTG-996-LMK-432,A-101,Express,Small,100,80,"12.84197701525119, 77.67547528176169",57,KA67RS4567,1,2023-05-06,6,19
1909,1910,2023-05-07 01:20:00,Sedan,FTG-441-JKL-901,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",50,KA36XY4567,0,2023-05-07,7,1
4938,4939,2023-05-07 05:24:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",49,AP56IJ4567,0,2023-05-07,7,5
1616,1617,2023-05-07 06:15:00,SUV,FTG-919-OPQ-012,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",82,KA84AB3456,0,2023-05-07,7,6
1453,1454,2023-05-07 10:00:00,Van,FTG-364-YZA-567,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",82,KA53YZ6789,0,2023-05-07,7,10
2271,2272,2023-05-07 12:45:00,Truck,FTG-231-ZAS-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,AP81OP9012,0,2023-05-07,7,12
3015,3016,2023-05-07 17:28:00,Van,FTG-516-NBH-412,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",92,KA90KN0123,0,2023-05-07,7,17
1089,1090,2023-05-07 20:55:00,Van,FTG-943-QWE-322,B-102,Regular,Medium,130,120,"12.84197701525119, 77.67547528176169",92,KA91CD6789,1,2023-05-07,7,20
500,501,2023-05-07 21:45:00,Truck,FTG-501-XYZ-183,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",60,KA10OP0123,0,2023-05-07,7,21
327,328,2023-05-07 21:45:00,Sedan,FTG-328-WSX-852,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",74,KA10ST8961,1,2023-05-07,7,21
4359,4360,2023-05-07 23:07:00,Van,FTG-143-ZAB-333,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",49,GA34GH4567,0,2023-05-07,7,23
3511,3512,2023-05-07 23:26:00,Truck,FTG-865-LKJ-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",89,KA90KL5678,0,2023-05-07,7,23
1090,1091,2023-05-08 01:30:00,Sedan,FTG-944-MKH-098,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",51,KA94EF0123,0,2023-05-08,8,1
3308,3309,2023-05-08 01:48:00,Truck,FTG-565-LKJ-765,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",45,KA89AB1234,0,2023-05-08,8,1
328,329,2023-05-08 03:25:00,SUV,FTG-329-QAZ-522,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",69,KA13UV2395,1,2023-05-08,8,3
501,502,2023-05-08 03:25:00,Van,FTG-502-ABC-613,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",83,KA13QR4567,0,2023-05-08,8,3
1910,1911,2023-05-08 07:10:00,SUV,FTG-674-MNO-234,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",45,KA22LM7890,0,2023-05-08,8,7
1617,1618,2023-05-08 08:30:00,Bus ,FTG-152-RST-345,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",58,KA87CD7890,0,2023-05-08,8,8
1454,1455,2023-05-08 14:15:00,Sedan,FTG-597-BCD-890,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",67,KA56AB0121,0,2023-05-08,8,14
4012,4013,2023-05-08 18:36:00,Bus ,FTG-002-XYZ-456,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",65,KA89CD0123,0,2023-05-08,8,18
3220,3221,2023-05-08 18:38:00,SUV,FTG-100-XYZ-987,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",57,GJ89ST4567,0,2023-05-08,8,18
2946,2947,2023-05-08 20:13:00,Sedan,FTG-447-XCV-199,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",59,KA67FG0123,0,2023-05-08,8,20
3128,3129,2023-05-08 22:33:00,Sedan,FTG-809-RET-543,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",57,KL01WX2345,0,2023-05-08,8,22
1091,1092,2023-05-09 07:10:00,SUV,FTG-945-DCF-762,B-102,Regular,Large,150,90,"12.84197701525119, 77.67547528176169",76,KA97GH4567,1,2023-05-09,9,7
2876,2877,2023-05-09 08:23:00,Sedan,FTG-346-PTI-432,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",68,KA78GH4567,0,2023-05-09,9,8
329,330,2023-05-09 08:55:00,Bus ,FTG-330-LPO-230,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA16WX6389,0,2023-05-09,9,8
502,503,2023-05-09 08:55:00,Sedan,FTG-503-PQR-333,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",71,KA16ST8901,0,2023-05-09,9,8
1618,1619,2023-05-09 11:00:00,Car,FTG-385-UVW-678,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",70,KA90EF1234,0,2023-05-09,9,11
2281,2282,2023-05-09 11:15:00,SUV,FTG-241-ZXC-927,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",78,GA84IJ7890,0,2023-05-09,9,11
1911,1912,2023-05-09 13:05:00,Bus ,FTG-907-PQR-567,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",55,KA47PQ1234,0,2023-05-09,9,13
2811,2812,2023-05-09 14:18:00,Truck,FTG-035-DCF-543,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,KA43DE0123,0,2023-05-09,9,14
3193,3194,2023-05-09 14:28:00,Bus ,FTG-834-RFV-798,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",43,KL90MN2345,0,2023-05-09,9,14
3729,3730,2023-05-09 17:53:00,Van,FTG-044-MKH-101,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",82,MH56WX8901,0,2023-05-09,9,17
1455,1456,2023-05-09 18:30:00,SUV,FTG-830-EFG-123,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",94,KA59CD4567,1,2023-05-09,9,18
3037,3038,2023-05-09 20:18:00,Sedan,FTG-618-UYT-856,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",86,KA23AB0123,0,2023-05-09,9,20
4617,4618,2023-05-09 20:20:00,Truck,FTG-077-LMK-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,KA34GH6789,0,2023-05-09,9,20
4981,4982,2023-05-09 21:26:00,Truck,FTG-221-ZXC-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,AP89QR6789,0,2023-05-09,9,21
3354,3355,2023-05-09 22:00:00,Bus ,FTG-707-JKL-109,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",24,KA23YZ8901,0,2023-05-09,9,22
2763,2764,2023-05-10 05:28:00,Van,FTG-264-OKM-198,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",89,KA94EF1122,1,2023-05-10,10,5
1092,1093,2023-05-10 11:40:00,Bus ,FTG-946-POI-431,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",60,KA02IJ8901,1,2023-05-10,10,11
1619,1620,2023-05-10 13:15:00,Motorcycle,FTG-618-XYZ-901,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",78,KA93GH5678,0,2023-05-10,10,13
503,504,2023-05-10 13:35:00,SUV,FTG-504-DEF-083,B-102,Regular,Large,130,180,"13.042660878688794, 77.47580097259879",97,KA19UV2345,1,2023-05-10,10,13
330,331,2023-05-10 13:35:00,Car,FTG-331-ZAS-995,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",57,KA19YZ0133,0,2023-05-10,10,13
1912,1913,2023-05-10 18:50:00,Car,FTG-140-STU-890,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",48,KA65RS5678,0,2023-05-10,10,18
4746,4747,2023-05-10 21:26:00,SUV,FTG-206-GHI-432,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",68,TN23KL2345,0,2023-05-10,10,21
1456,1457,2023-05-10 22:45:00,Bus ,FTG-063-HIJ-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",52,KA62EF8901,0,2023-05-10,10,22
1913,1914,2023-05-11 01:35:00,Motorcycle,FTG-373-VWX-123,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",60,KA89TU9012,0,2023-05-11,11,1
1457,1458,2023-05-11 03:15:00,Car,FTG-296-KLM-789,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",88,KA65GH2345,0,2023-05-11,11,3
3263,3264,2023-05-11 06:13:00,Bus ,FTG-520-TYU-220,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",37,GJ45UV4567,0,2023-05-11,11,6
2290,2291,2023-05-11 09:45:00,Car,FTG-250-HGT-240,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",68,GA87AB1234,0,2023-05-11,11,9
4660,4661,2023-05-11 12:22:00,Van,FTG-120-TYU-210,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",45,WB34AB2345,0,2023-05-11,11,12
4788,4789,2023-05-11 13:28:00,SUV,FTG-248-JKL-876,B-102,Express,Large,145,90,"13.21331620748757, 77.55413526894684",47,KL12UV1234,1,2023-05-11,11,13
4402,4403,2023-05-11 14:09:00,Sedan,FTG-392-BVC-614,A-101,Express,Medium,110,70,"12.936687032945434, 77.53113977439017",47,RJ78IJ4567,1,2023-05-11,11,14
1620,1621,2023-05-11 15:30:00,Truck,FTG-851-BCA-234,C-103,Express,Large,300,60,"12.936687032945434, 77.53113977439017",65,KA06AB1234,1,2023-05-11,11,15
1093,1094,2023-05-11 16:20:00,Car,FTG-246-ABC-789,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",85,KA05KL2345,0,2023-05-11,11,16
504,505,2023-05-11 18:10:00,Bus ,FTG-505-LMN-863,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",46,KA22WX6789,1,2023-05-11,11,18
331,332,2023-05-11 18:10:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",83,KA22AB2335,0,2023-05-11,11,18
4574,4575,2023-05-12 04:18:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,WB34WX1234,0,2023-05-12,12,4
1914,1915,2023-05-12 07:25:00,Truck,FTG-606-YZA-456,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",65,KA12VW3459,0,2023-05-12,12,7
1458,1459,2023-05-12 07:30:00,Motorcycle,FTG-529-NOP-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",63,KA68IJ6789,0,2023-05-12,12,7
1621,1622,2023-05-12 17:45:00,Van,FTG-084-DEF-567,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",70,KA09CD5678,0,2023-05-12,12,17
4295,4296,2023-05-12 19:20:00,Truck,FTG-099-GHI-999,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",51,GA56IJ4567,0,2023-05-12,12,19
1094,1095,2023-05-12 19:55:00,Motorcycle,FTG-579-DEF-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",67,KA08MN6779,0,2023-05-12,12,19
505,506,2023-05-12 23:50:00,Car,FTG-730-DEF-250,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",81,KA25YZ0123,0,2023-05-12,12,23
332,333,2023-05-12 23:50:00,Truck,FTG-333-JOP-312,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",68,KA25CD6749,0,2023-05-12,12,23
4230,4231,2023-05-13 00:04:00,Car,FTG-034-QRS-444,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",43,KA67EF8301,0,2023-05-13,13,0
1095,1096,2023-05-13 01:35:00,Truck,FTG-802-GHI-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",94,KA11OP0223,0,2023-05-13,13,1
3882,3883,2023-05-13 03:04:00,Truck,FTG-585-GXC-765,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,TN78JK5678,0,2023-05-13,13,3
4165,4166,2023-05-13 03:47:00,SUV,FTG-155-EYC-765,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",78,DL78MN2345,0,2023-05-13,13,3
506,507,2023-05-13 05:30:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",64,KA28AB2345,0,2023-05-13,13,5
333,334,2023-05-13 05:30:00,Van,FTG-334-RFV-072,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",96,KA28EF0143,0,2023-05-13,13,5
4445,4446,2023-05-13 06:11:00,SUV,FTG-435-ESC-765,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",96,DL09QR7890,0,2023-05-13,13,6
2300,2301,2023-05-13 08:15:00,Van,FTG-260-QAZ-230,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",63,MH90UV1234,0,2023-05-13,13,8
1459,1460,2023-05-13 11:45:00,Truck,FTG-762-QRS-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",91,KA71KL0123,0,2023-05-13,13,11
4531,4532,2023-05-13 12:15:00,Car,FTG-601-XYZ-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",95,TS67QR6789,0,2023-05-13,13,12
1915,1916,2023-05-13 13:20:00,Van,FTG-839-BCD-789,B-102,Regular,Medium,120,90,"12.936687032945434, 77.53113977439017",78,KA34YZ6780,1,2023-05-13,13,13
